path	title	document_type	declared_status	authority_level	last_modified_commit	last_modified_time	purpose	main_claims	implementation_claims	references	conflicts	duplicates	staleness	recommended_action	actual_action	target_path	verification_status
docs/architecture/Original-Intent-to-Current-Docs-and-Codex-Readiness-Audit.md	Original Intent to Current Documentation and Codex Readiness Audit	ARCHITECTURE_OR_AUDIT	CURRENT AUDIT	Audit and implementation-readiness guidance. The Constitution remains higher authority.	8dd519e0decb3560de4808bd5c5e5e7b59477ae7	2026-07-15T23:03:17+08:00	1. Sources Re-Read	"[""Original Intent to Current Documentation and Codex Readiness Audit"", ""1. Sources Re-Read"", ""2. Original Intent Invariants Reconfirmed"", ""OI-01 — The project is A-share focused"", ""OI-02 — Candidate Discovery is the first current research priority"", ""OI-03 — Candidate Discovery is not the whole trading decision"", ""OI-04 — Entry and Exit are independent"", ""OI-05 — Exit is not a fixed-clock project law"", ""OI-06 — Position Lifecycle is first-class"", ""OI-07 — ETF / Theme / Market / Capital Context remains important"", ""OI-08 — Candidate output is richer than one score"", ""OI-09 — MACD / MA / Chan / Tuishen are hypotheses, not automatic authority"", ""OI-10 — The project must avoid repeated OHLCV double-counting"", ""OI-11 — Legacy assets are preserved through gradual migration"", ""OI-12 — Xuntou is now the active primary provider""]"	"[""# Original Intent to Current Documentation and Codex Readiness Audit"", ""> **Status:** CURRENT AUDIT"", ""> **Purpose:** Reconcile the preserved original GPT conversation, Constitution, current R5 documents, latest repository changes and current Codex handoff readiness"", ""current Entry / Position Lifecycle / Exit research discussion"", ""### OI-02 — Candidate Discovery is the first current research priority"", ""The provider-selection phase is over for the current research program."", ""## 3. Current Direction-Level Consistency"", ""The current Constitution is consistent with the preserved original intent."", ""The current project still correctly defines:"", ""## 4. Current Documentation Drift Found"", ""B1 = NOT YET IMPLEMENTED"", ""Correct current status must be:"", ""B1 CORE IMPLEMENTED"", ""However, before the current correction, the lower-level active research program was still dominated by Candidate ranking and next-session opportunity targets."", ""The project lacked one explicit current document for:"", ""### DRIFT-03 — Current provider status language still references multiple candidate providers"", ""The current provider decision is now fixed:"", ""### DRIFT-04 — Current R5 status predates the newest provider and B1 decisions"", ""The short-form current status must be updated so future agents do not read an older state as current truth."", ""| Area | Constitutional Direction | Current Lower-Level Documentation | Readiness |"", ""| Project vision | Strong | Complete | READY |"", ""| Core principles | Strong | Complete | READY |"", ""| Architecture boundaries | Strong | Complete enough for incremental work | READY |"", ""| Xuntou provider role | Explicit | Current provider decision exists | READY |"", ""| Public auxiliary source role | Explicit | Current role matrix exists | READY |"", ""| Candidate dataset / panel | Explicit | Implemented contracts | READY FOR TESTED INCREMENTS |"", ""| Candidate targets | Close Return / MFE / MAE | Implemented rehearsal family | READY |"", ""| B0 | Defined | Implemented | READY |"", ""| B1 | Defined | Core implemented; verification pending | PARTIAL |"", ""| B2 / B3 | Research ladder defined | No implementation contract yet | NOT CURRENT BLOCKER |""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/Original-Intent-to-Current-Docs-and-Codex-Readiness-Audit.md	VERIFIED
docs/architecture/Original-Intent-to-R3-R4-Consistency-Audit.md	Original Intent to R3/R4 Consistency Audit	ARCHITECTURE_OR_AUDIT	Current implementation-alignment audit	Architecture and implementation interpretation. This document does not override the Constitution.	37963d4270fc9bbe95ce5a96b8335fa335e0a621	2026-07-15T13:44:26+08:00	1. Audit Question	"[""Original Intent to R3/R4 Consistency Audit"", ""1. Audit Question"", ""2. Original Intent Chronology"", ""2.1 Initial practical objective"", ""2.2 First architecture correction"", ""2.3 User correction: fixed next-morning exit was rejected"", ""2.4 Canonical strategic goals that emerged from the conversation"", ""Goal A — Candidate Discovery"", ""Goal B — Position Lifecycle Management"", ""Goal C — ETF / Theme Rotation"", ""2.5 Research Operating System framing"", ""3. Original Intent Invariants"", ""OI-001 — A-share focus"", ""OI-002 — Candidate Discovery is the current first strategic new research priority"", ""OI-003 — Candidate Discovery is not a market-wide loop over a single-symbol timing engine""]"	"[""> **Status:** Current implementation-alignment audit"", ""> **Scope:** Preserved original ChatGPT project conversation, Constitution `00–09`, R0 consistency audit, R1 Legacy characterization, R2 V2 kernel, R3/R4 minimal research spine, and the current transition toward R5 Candidate Discovery"", ""The audit was performed by re-reading the preserved original conversation chronology and then reviewing the current GitHub documents against the Constitution."", ""### OI-002 — Candidate Discovery is the current first strategic new research priority"", ""- Candidate Discovery as the current first priority;"", ""- waiting for a complete future platform before Candidate research;"", ""**Resolution:** The current audit records that the first `trend_snapshot` dual-output characterization now exists. R1 remains `ACTIVE` because this does not fully characterize the application or timing engine."", ""- current-snapshot universe ≠ historical PIT universe;"", ""This meant the document's `Feature Registry MVP IMPLEMENTED` status was temporarily stronger than the implementation."", ""in addition to the previously implemented semantic and source-information family metadata."", ""## 6. Current Direction-Level Assessment"", ""2. R2 priority text predates the now-implemented R3/R4 contracts."", ""- no claim is made that holding-horizon modeling is complete."", ""- complete ETF Rotation;"", ""- complete Market Regime model;""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/Original-Intent-to-R3-R4-Consistency-Audit.md	VERIFIED
docs/architecture/Original-Intent-to-R5-Consistency-Audit.md	Original Intent to R5 Consistency Audit	ARCHITECTURE_OR_AUDIT	Current implementation-alignment audit before provider-backed R5 rehearsal work	Architecture and implementation interpretation. This document does not override the Constitution.	973eb0abbbf6907e9858a248bec02ab31125cb0d	2026-07-15T16:20:25+08:00	1. Audit Question	"[""Original Intent to R5 Consistency Audit"", ""1. Audit Question"", ""2. Latest Preserved User Intent"", ""3. Binding Intent Invariants Rechecked"", ""OI-001 — Candidate Discovery remains the current first new strategic priority"", ""OI-002 — Candidate Prediction is not a trade action"", ""OI-003 — Fixed target horizon is not fixed Exit"", ""OI-004 — ETF / Theme / Market Context remains upstream and important"", ""OI-005 — Chan, Tuishen-inspired constructs, MACD and similar theories require quantified incremental evidence"", ""OI-006 — Research value must arrive before infrastructure completion"", ""OI-007 — Legacy remains preserved but non-authoritative for new Candidate architecture"", ""4. Current R5 Document Audit"", ""4.1 `R5-Candidate-Discovery-Rehearsal-Charter.md`"", ""Target-coverage gap found"", ""Resolution""]"	"[""> **Status:** Current implementation-alignment audit before provider-backed R5 rehearsal work"", ""> **Scope:** Preserved original ChatGPT project conversation, Constitution `00–09`, prior R0–R4 consistency audits, current R1 characterization, R5 Research Charter, R5 implementation status, and the controlled multi-date Candidate Discovery vertical slice"", ""> Has the current R5 implementation remained faithful to the user's latest intended A-share research system, or has the controlled Candidate rehearsal drifted into a next-session-close-only system, a fixed-exit overnight strategy, an infrastructure project, or a Candidate model that has lost Market/ETF/Theme context and Position Lifecycle as future owners?"", ""### OI-001 — Candidate Discovery remains the current first new strategic priority"", ""The current R5 implementation is an independent cross-sectional system, not a market-wide loop over `CoscoTimingEngine`."", ""The current ranking baseline emits Candidate predictions and explicit rejections, not `ENTER`, `HOLD`, `ADD`, `REDUCE`, `ROTATE`, or `EXIT`."", ""The current R5 Charter explicitly states:"", ""The current project now has a controlled multi-date Candidate research vertical slice rather than only framework contracts."", ""R1 remains active in parallel. New Candidate ranking is not implemented by sorting per-symbol `CoscoTimingEngine` outputs."", ""## 4. Current R5 Document Audit"", ""- a complete trading strategy;"", ""The document correctly states that the current implementation is:"", ""first controlled multi-date vertical slice implemented"", ""## 5. Current R5 Implementation Audit"", ""The current panel preserves chronological Decision Times and permits PIT Universe identity to change by date."", ""9. Preserve complete Candidate Population accounting."", ""> **The current R5 implementation remains consistent with the user's latest preserved intent. No direction-level contradiction was found. One material target-coverage gap was found before provider-backed rehearsal work: the controlled implementation currently materializes only next-session close return, while the intended Candidate opportunity profile includes upside and adverse excursion. The project should correct this by adding identity-distinct Close Return, MFE and MAE Target Materializations before proceeding to provider-backed historical rehearsal artifacts.**""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/Original-Intent-to-R5-Consistency-Audit.md	VERIFIED
docs/architecture/Original-Intent-to-R5-Eligibility-Readiness-Audit.md	Original Intent to R5 Eligibility Readiness Audit	ARCHITECTURE_OR_AUDIT	CURRENT audit before provider-backed Candidate panels	Architecture and implementation interpretation. This document does not override the Constitution.	8ff24483340c2a55780abbacb61246eaf9f74b15	2026-07-15T18:26:42+08:00	1. Audit Question	"[""Original Intent to R5 Eligibility Readiness Audit"", ""1. Audit Question"", ""2. Original Candidate-Pool Intent"", ""3. Current Direction-Level Assessment"", ""Candidate Discovery"", ""Fixed Exit"", ""ETF / Theme / Market Context"", ""Legacy authority"", ""Candidate eligibility coverage"", ""4. What Eligibility v1 Correctly Implements"", ""5. What Eligibility v1 Does Not Yet Implement"", ""6. Why This Is a Scope Gap, Not a Direction Failure"", ""7. Required Provider-Rehearsal Eligibility v2"", ""7.1 Listing age"", ""7.2 Liquidity""]"	"[""> **Status:** CURRENT audit before provider-backed Candidate panels"", ""> **Scope:** Preserved original ChatGPT project conversation, Constitution `00–09`, current R5 Charter, current R5 status, versioned Trading Eligibility v1, and provider-backed rehearsal readiness"", ""> Does the current R5 Candidate Population implementation preserve the user's original intended first-rehearsal stock-pool constraints, or has the project treated a minimal ST/suspension policy as if full Candidate eligibility were already complete?"", ""complete PIT data"", ""## 3. Current Direction-Level Assessment"", ""The current R5 system remains an independent cross-sectional Candidate Discovery program."", ""The current R5 Charter still states:"", ""The current v1 policy is intentionally smaller than the preserved first-rehearsal stock-pool intent."", ""Current policy:"", ""The current v1 policy does not yet implement the complete original first-rehearsal Candidate-pool requirements for:"", ""complete original Candidate eligibility"", ""The previous audit remains useful historical evidence but is not the current implementation status."", ""The current Charter still lists historical Trading Calendar and PIT Universe loading as future deliverables even though those capabilities now exist."", ""`R5-Current-Status.md` remains the current short-form implementation status until the Charter receives a later consolidation pass."", ""The current short status is authoritative for active sequencing."", ""## 10. Current Direction-Level Conclusion"", ""BLOCKED UNTIL THE PROVIDER-REHEARSAL ELIGIBILITY CONTRACT CAN REPRESENT"", ""This does not require a complete future Execution engine before provider-backed research."", ""1. Do not call Eligibility v1 the complete original MVP stock-pool policy."", ""> **The project remains faithful to the user's latest intended A-share Candidate Discovery → Entry → Position Lifecycle → Exit architecture. No direction-level contradiction was found. One material readiness gap was found before provider-backed Candidate panels: the current v1 Trading Eligibility Policy is a valid minimal ST/suspension and evidence-completeness policy, but it does not yet represent the original first-rehearsal stock-pool requirements for listing age, liquidity and explicit Decision-Time buyability. The next stage must add those capabilities as a versioned provider-rehearsal Eligibility Policy without confusing buyability with final execution feasibility.**""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/Original-Intent-to-R5-Eligibility-Readiness-Audit.md	VERIFIED
docs/architecture/PRR-MVP-1-Reproducible-Candidate-Backtest.md	PRR-MVP-1 Reproducible Candidate Backtest	ARCHITECTURE_OR_AUDIT	approved implementation boundary		50082506a549abb7f9859a801e7a88fc2d1ea964	2026-07-18T15:04:52+08:00	Reuse boundary	"[""PRR-MVP-1 Reproducible Candidate Backtest"", ""Reuse boundary"", ""Artifact split"", ""Replay time semantics"", ""Authority and exclusions""]"	"[""buyability, bar finality, adjustment semantics, and order-book execution are not established.""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/PRR-MVP-1-Reproducible-Candidate-Backtest.md	VERIFIED
docs/architecture/R1-Legacy-Characterization.md	R1 — Legacy Characterization Program	ARCHITECTURE_OR_AUDIT	ACTIVE		2f879e646b4192731f047677a017c80a73245ee4	2026-07-15T15:29:03+08:00	1. Objective	"[""R1 — Legacy Characterization Program"", ""1. Objective"", ""2. Status Semantics"", ""`NOT_STARTED`"", ""`PARTIAL`"", ""`CHARACTERIZED`"", ""3. Current Classification Result"", ""4. Highest-Risk Characterization Targets"", ""4.1 Integrated `backtest.py`"", ""4.2 `DividendTStrategy`"", ""Hard `CLEAR`"", ""`BUY_T`"", ""`SELL_T`"", ""4.3 `CoscoTimingEngine`"", ""4.4 `signal_intent.py`""]"	"[""R1 creates an evidence-backed map of what the current repository actually does before behavior is destructively extracted or replaced."", ""No current major Legacy asset is promoted to `CHARACTERIZED` merely because its code has been read. Existing tests may provide substantial characterization coverage, but promotion from `PARTIAL` should be made against an explicit migration scope rather than by test-count alone."", ""## 3. Current Classification Result"", ""The current default posture is:"", ""Current status: `PARTIAL`"", ""Current status: `PARTIAL`, with first integrated Golden Behavior tests added."", ""- maximum 20% clear slice under the current Legacy rule;"", ""- current F/R/T score behavior for a representative strong pullback fixture;"", ""- current Python rounding result for `total_score`;"", ""- current target-position delta sizing;"", ""- current 15% active-position sell sizing rule;"", ""These tests characterize the current integrated output boundary. They do **not** promote the bundled `StrategyDecision` object into the V2 Strategy API."", ""- explicit decomposition mapping from current bundled output into future Strategy Proposal / Portfolio / Execution owners."", ""Current status: `PARTIAL`, with the first integrated data-freshness gate characterization added."", ""and locks the current stale-data behavior after the engine has already executed its integrated analysis path."", ""current behavior is characterized as:"", ""This characterization is important because the current integrated engine contains a real Data Quality Gate inside a Legacy timing owner."", ""Current inventory status: conservatively `PARTIAL`"", ""- complete PrimarySetupCode mapping coverage;"", ""- candidate construction and current-bar confirmation recomputation;"", ""Current inventory status: conservatively `PARTIAL`"", ""- normal-environment execution of the new compatibility tests against the complete repository."", ""Current status: `PARTIAL`, with the first dual-authority application characterization added."", ""The first fixture locks the current application-layer fact that:"", ""- probability-like application fields and their current non-calibrated semantics;"", ""4. No market-wide Candidate system implemented by looping a symbol-specific timing engine."", ""R1 is not complete yet."", ""Current progress includes:"", ""1. execute the new Golden/adapter/Legacy characterization tests in the normal complete repository environment;""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/R1-Legacy-Characterization.md	VERIFIED
docs/architecture/R2-Minimal-V2-Kernel.md	R2 — Minimal V2 Kernel and Compatibility Boundary	ARCHITECTURE_OR_AUDIT	ACTIVE — initial kernel implemented		e62e73670ec3805047304aac6b3fd682b8a5b6de	2026-07-15T09:56:10+08:00	1. Objective	"[""R2 — Minimal V2 Kernel and Compatibility Boundary"", ""1. Objective"", ""2. Implemented Packages"", ""`market_regime_alpha.core.identity`"", ""`market_regime_alpha.core.time`"", ""`market_regime_alpha.core.status`"", ""`market_regime_alpha.research.experiment_identity`"", ""3. Legacy Compatibility Boundary"", ""`market_regime_alpha.legacy.macd_experiment_adapter`"", ""4. Test and Characterization Coverage"", ""4.1 New isolated V2 tests"", ""Identity"", ""Semantic time"", ""Availability status"", ""Experiment Identity""]"	"[""> **Status:** ACTIVE — initial kernel implemented"", ""## 2. Implemented Packages"", ""BLOCKED"", ""The current execution environment could not clone the latest GitHub repository because DNS/network access to `github.com` was unavailable. Therefore, this document does **not** claim that the new real-Legacy integration test was executed in this session against the latest GitHub HEAD. It should run in the normal project environment or CI together with the existing Legacy test suite."", ""The initial kernel is implemented, but R2 is not fully complete."", ""Current state:"", ""1. run the complete project tests, ruff and mypy in the normal repository environment;""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/R2-Minimal-V2-Kernel.md	VERIFIED
docs/architecture/R3-R4-Minimal-Research-Spine.md	R3 / R4 — Minimal Data → PIT Universe → Feature → Candidate Research Spine	ARCHITECTURE_OR_AUDIT	ACTIVE — first contract spine implemented		5c88051789ce0be2773dcbe7082f78550ab0e561	2026-07-15T13:00:09+08:00	1. Objective	"[""R3 / R4 — Minimal Data → PIT Universe → Feature → Candidate Research Spine"", ""1. Objective"", ""2. R3 — Canonical Data Contracts"", ""2.1 `DataEligibility`"", ""2.2 `ProviderReference`"", ""2.3 `SourceArtifactReference`"", ""2.4 `DatasetContract`"", ""3. Legacy Dataset Compatibility"", ""4. R3 — PIT Universe Boundary"", ""4.1 `PITUniverseSnapshot`"", ""4.2 `TradingEligibilitySnapshot`"", ""5. Candidate Population Construction"", ""6. R4 — Feature System MVP"", ""6.1 Feature Definition"", ""6.2 Missingness""]"	"[""> **Status:** ACTIVE — first contract spine implemented"", ""- a complete historical PIT universe;"", ""Implemented:"", ""Implemented:"", ""→ BLOCKED"", ""Implemented:"", ""The existing Legacy `build_largecap_universe()` remains current-snapshot exploratory infrastructure and is not automatically adapted into this PIT authority."", ""No current ST or suspension field is silently converted into one universal eligibility policy by this contract."", ""Implemented:"", ""Implemented:"", ""Implemented:"", ""This prevents a model from being implemented before the future quantity it is trying to predict is defined."", ""A repository test now constructs the complete minimal path:"", ""The current execution environment still does not provide a usable latest-repository checkout and previously could not resolve `github.com` for clone-based full-HEAD execution. Therefore this document does not claim that the complete latest repository test suite, Ruff and mypy have passed in this session."", ""2. claim the current large-cap snapshot universe is historical PIT truth;"", ""# 11. Current Stage Status"", ""R3 Canonical Data Contract                    IMPLEMENTED"", ""R3 Legacy Dataset Contract Adapter            IMPLEMENTED"", ""R3 PIT Universe Contract                      IMPLEMENTED"", ""R3 Trading Eligibility Contract               IMPLEMENTED"", ""R4 Feature Definition Contract                IMPLEMENTED"", ""R4 Feature Materialization Contract           IMPLEMENTED"", ""R4 Feature Registry MVP                       IMPLEMENTED"", ""Candidate Population Contract                 IMPLEMENTED"", ""Candidate Target Contract                     IMPLEMENTED"", ""Candidate Prediction Schema                   IMPLEMENTED"", ""Candidate Baseline Model                      NOT YET IMPLEMENTED"", ""Candidate Dataset Builder                     NOT YET IMPLEMENTED"", ""Run the complete project test/lint/type-check suite and correct any integration failures."", ""The current-snapshot `build_largecap_universe()` remains exploratory.""]"	[]	See Conflict-Register.md	NONE_EXACT	STALE_OR_HISTORICAL	ARCHIVE	KEEP_HISTORICAL_AT_STABLE_PATH	docs/architecture/R3-R4-Minimal-Research-Spine.md	VERIFIED
docs/constitution/00-Project-Vision.md	The Constitution of Market Regime Alpha	CONSTITUTION	Foundational / Normative  	Highest-level project vision  	0a8dc5379570cb5ff3104aacd2a61c9ee3d748c3	2026-07-14T22:35:46+08:00	Volume I — Project Vision	"[""The Constitution of Market Regime Alpha"", ""Volume I — Project Vision"", ""0. Preamble"", ""1. Project Mission"", ""1.1 Why this project exists"", ""1.2 The project is research-first"", ""2. Project Positioning"", ""2.1 Canonical definition"", ""2.2 What the project is not"", ""2.3 Current implementation versus constitutional direction"", ""Current implementation state"", ""Constitutional target state"", ""3. The Core Research Problem"", ""3.1 The project does not assume stationary markets"", ""3.2 Alpha is a research claim, not a label""]"	"[""1. **What is the current market rewarding?**"", ""2. **Which sources of Alpha are active in the current regime?**"", ""## 2.3 Current implementation versus constitutional direction"", ""The repository's current implementation still contains historical naming and architecture from earlier stages, including `dividend_t`, single-symbol timing logic, buy/sell point models, large backtesting modules, dashboards and legacy research paths."", ""### Current implementation state"", ""Candidate Discovery is the project's first current priority."", ""> **At a defined decision time, rank the tradable A-share universe and identify securities with the most attractive forward opportunity profiles under the current market regime.**"", ""> “Which eligible securities best express the target opportunity under the current information set?”"", ""- current portfolio exposure;"", ""> **Nothing becomes production-authoritative merely because it is implemented.**"", ""## 10.1 Current priority scope"", ""The current priority scope is:"", ""## 10.2 Explicit non-goals for the current stage"", ""The current stage does not prioritize:"", ""These may be reconsidered in future stages, but they must not distract from the current research foundation."", ""- Which conditions would invalidate the current decision?"", ""2. **Candidate Discovery is the current first strategic priority.**""]"	[]	See Conflict-Register.md	NONE_EXACT	REVIEWED_CURRENT	KEEP	KEEP_OR_REWRITE	docs/constitution/00-Project-Vision.md	VERIFIED
docs/constitution/01-Core-Principles.md	The Constitution of Market Regime Alpha	CONSTITUTION	Foundational / Normative  	Project-wide governing principles  	93fbd5a69a1cee3852335edea7b5bd23942404c0	2026-07-14T22:39:14+08:00	Volume II — Core Principles	"[""The Constitution of Market Regime Alpha"", ""Volume II — Core Principles"", ""0. Purpose"", ""1. Constitutional Precedence"", ""2. Principle 1 — Research Before Production"", ""Required implication"", ""Forbidden pattern"", ""3. Principle 2 — Evidence Before Opinion"", ""Required implication"", ""Forbidden pattern"", ""4. Principle 3 — Single Source of Truth"", ""Required implication"", ""Forbidden pattern"", ""5. Principle 4 — Semantic Stability"", ""Required implication""]"	"[""No component becomes production-authoritative merely because it is implemented, tested for syntax, or appears profitable in one backtest."", ""A component may be technically complete while still being scientifically unvalidated."", ""- continuation probability conditional on current position state;"", ""A candidate with high expected return but undefined downside is not a complete decision object."", ""Characterize current behavior""]"	[]	See Conflict-Register.md	NONE_EXACT	REVIEWED_CURRENT	KEEP	KEEP_OR_REWRITE	docs/constitution/01-Core-Principles.md	VERIFIED
docs/constitution/02-Architecture-Blueprint.md	The Constitution of Market Regime Alpha	CONSTITUTION	Foundational / Normative  	Project-wide target architecture and responsibility boundaries  	a55cb04bfc7547db34aa50094db560425b679f1b	2026-07-14T22:48:27+08:00	Volume III — Architecture Blueprint	"[""The Constitution of Market Regime Alpha"", ""Volume III — Architecture Blueprint"", ""0. Purpose"", ""1. Architectural Context"", ""1.1 The current repository and the target platform are not the same thing"", ""1.2 Current-state audit summary"", ""1.2.1 A strategy namespace has become a de facto platform namespace"", ""1.2.2 `CoscoTimingEngine` is an integration engine, not an atomic model"", ""1.2.3 The public snapshot path contains two decision authorities"", ""1.2.4 `backtest.py` contains multiple independent domains"", ""1.2.5 Useful contracts already exist, but they are scoped to the legacy domain"", ""1.2.6 Current data adapters solve access, not formal research truth"", ""1.2.7 Research evidence has leaked into model implementation"", ""2. Architectural Objective"", ""3. Canonical Architecture""]"	"[""4. **How can the current legacy system be preserved while the new architecture is introduced incrementally?**"", ""- the migration model from the current repository to the target platform."", ""> **No module may become a universal owner merely because it was the first place where a useful idea was implemented.**"", ""The current repository contains valuable research assets. The target architecture must preserve that knowledge without preserving accidental coupling."", ""## 1.1 The current repository and the target platform are not the same thing"", ""The current repository began as an A-share buy/sell-point and dividend-T research system. Its current implementation reflects that history."", ""## 1.2 Current-state audit summary"", ""The current `CoscoTimingEngine.evaluate()` pipeline performs, in one call, a sequence resembling:"", ""The current backtest module includes, directly or indirectly:"", ""### 1.2.6 Current data adapters solve access, not formal research truth"", ""The current `a_share_bars.py` adapter layer normalizes accessible providers into a shared OHLCV-like schema."", ""The formal data audit, however, establishes that the project currently lacks complete proof for:"", ""- complete market sidecars;"", ""- buy-point empirical priors hard-coded from a current local sample;"", ""The current provider layer is valuable and should be preserved."", ""> **Given the point-in-time tradable universe and current market context, which securities deserve further decision attention?**"", ""- current position state;"", ""- current lifecycle state;"", ""The current backtest God Object must be decomposed toward explicit owners."", ""The current repository often allows presentation or scheduling code to instantiate deep domain engines directly."", ""Deep domain modules should not discover global providers, local paths or current model versions on their own."", ""Represents the current state and thesis of an existing position."", ""## 21.3 Current migration map"", ""**Current value:** multi-source access and normalization."", ""**Current value:** stable legacy contracts for the dividend-T strategy."", ""**Current value:** explicit intent mapping, setup ownership, candidate validation and trace discipline."", ""**Current value:** simplified dividend-T strategy baseline."", ""**Current value:** rich integrated research engine containing many useful signal ideas."", ""**Current value:** daily context and multi-period trend logic."", ""**Current value:** public aggregation and publishing path.""]"	[]	See Conflict-Register.md	NONE_EXACT	REVIEWED_CURRENT	KEEP	KEEP_OR_REWRITE	docs/constitution/02-Architecture-Blueprint.md	VERIFIED
docs/constitution/03-Research-Framework.md	The Constitution of Market Regime Alpha	CONSTITUTION	Foundational / Normative  	Project-wide research lifecycle, research-object model, experiment discipline and evidence-flow framework  	0031b55b7c80416876a1f5eca0bb34a43fc8b495	2026-07-14T23:14:56+08:00	Volume IV — Research Framework	"[""The Constitution of Market Regime Alpha"", ""Volume IV — Research Framework"", ""0. Purpose"", ""1. Alignment With the Project Vision"", ""1.1 The research framework serves the Alpha Research Operating System"", ""1.2 The current first research priority remains Candidate Discovery"", ""1.3 Position management is a continuing research problem"", ""2. Research Worldview"", ""2.1 Alpha is a conditional claim"", ""2.2 Markets are non-stationary and regime-dependent"", ""2.3 Research claims must be falsifiable"", ""Non-falsifiable"", ""Falsifiable"", ""2.4 Research separates fact, inference, assumption and action"", ""Fact""]"	"[""A specific ETF model may later trade ETFs directly, but the current constitutional role of ETF and theme research also includes:"", ""## 1.2 The current first research priority remains Candidate Discovery"", ""The current project priority established by the Project Vision is Candidate Discovery."", ""Current authority level"", ""- the current Legacy strategy;"", ""The exact status vocabulary may be implemented in a registry, but the semantic distinction is constitutional."", ""Expected remaining return conditional on current position state"", ""- whether a bar is complete;"", ""## 9.2 Current project data limitations remain binding"", ""- complete market sidecars;"", ""The current MACD research infrastructure already contains useful factorial-attribution concepts."", ""## 14.3 Current hard-coded buy-point priors are a migration example"", ""The current `buy_point_quality.py` contains empirical priors derived from a local 20-symbol, one-year sample."", ""Until formally authorized otherwise, current refoundation constraints that protect existing research state remain in force, including the principle that sealed-test access must not be silently activated."", ""Candidate Discovery is the current first strategic research priority."", ""Current Position State"", ""Expected remaining value of current position"", ""The current legacy point-hit-rate diagnostic, which groups different sell-like actions under one forward-close rule, must remain a historical diagnostic rather than a universal Exit promotion contract."", ""The current MACD research infrastructure already contains valuable concepts such as:"", ""This rule directly addresses the current risk of hard-coded sample-derived priors and report-driven model behavior."", ""Use when a component should no longer influence current decisions."", ""# 28. Current Legacy Research Assets and Their Research Role"", ""The current repository contains several valuable research assets."", ""**Risk:** current empirical priors are hard-coded from a specific local sample."", ""**Current limitation:** one forward-close rule does not represent the objectives of all exit intents."", ""# 29. Current Refoundation Research Constraints"", ""Do not treat current free/cached data as formally qualified by default."", ""Do not let current local empirical priors become universal constants."", ""2. **Candidate Discovery remains the current first strategic research priority, but the Research Framework remains platform-wide and strategy-neutral.**""]"	[]	See Conflict-Register.md	NONE_EXACT	REVIEWED_CURRENT	KEEP	KEEP_OR_REWRITE	docs/constitution/03-Research-Framework.md	VERIFIED
